Race,Sex,Age,Supervising Unit,Supervision Type,Cohort Fiscal Year,Report Fiscal Year,Supervision Start Date,Supervision End Date,Months Supervised,Supervision End Reason,Charge ID [Internal],Supervision Offense Class,Supervision Offense Type,Supervision Offense Subtype,Reincarcerated,Reincarcerated Reason,Survival Time (Days),Survival Time (Months),Reincarcerated Offense Code,Reincarcerated Offense Class,Reincarcerated Offense Type,Reincarcerated Offense Subtype,Risk Ranking
White,Female,30,Iowa Medical & Classification Center,Prison,2019,2022,01/29/2018,09/17/2018,7,Parole Granted,20299189,C Felony,Property,Burglary,false,,,,,,,,High
White,Female,44,Iowa Correctional Institution for Women,Prison,2019,2022,03/28/2018,11/01/2018,7,Parole Granted,20396651,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
Black,Male,24,Fort Dodge Correctional Facility,Prison,2019,2022,05/25/2016,06/05/2019,36,Parole Granted,20188111,C Felony,Violent,Assault,false,,,,,,,,High
White,Male,32,Anamosa State Penitentiary,Prison,2019,2022,09/08/2015,07/30/2018,34,Parole Granted,744110,B Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,26,Fort Dodge Correctional Facility,Prison,2019,2022,05/11/2018,03/05/2019,9,Discharged - Expiration of Sentence,20356714,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,37,Newton Correctional Facility,Prison,2019,2022,07/26/2016,07/23/2018,23,Discharged - Expiration of Sentence,20368994,D Felony,Property,Theft,false,,,,,,,,Low
White,Male,51,Fort Dodge Correctional Facility,Prison,2019,2022,02/23/2017,12/04/2018,21,Parole Granted,20398434,D Felony,Property,Theft,false,,,,,,,,Moderate
White,Female,37,Districts/Compact Regions,Work Release,2019,2022,12/17/2018,04/03/2019,3,Parole Granted,477237,B Felony,Violent,Robbery,false,,,,,,,,High
White,Female,37,Districts/Compact Regions,Work Release,2019,2022,07/17/2018,10/01/2018,2,Parole Granted,20269653,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,48,Fort Dodge Correctional Facility,Prison,2019,2022,05/14/2018,04/23/2019,11,Parole Granted,20451233,D Felony,Drug,Drug Possession,false,,,,,,,,Low
Hispanic,Male,35,Iowa Medical & Classification Center,Work Release,2019,2022,11/06/2018,01/25/2019,2,Parole Granted,20352096,C Felony,Drug,Trafficking,true,Tech,216,7.2,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
White,Male,32,Iowa Medical & Classification Center,Work Release,2019,2022,04/19/2018,07/25/2018,3,Parole Granted,20309012,C Felony,Property,Theft,true,Tech,358,11.9,714.2(1),C Felony,Property,Theft,High
White,Male,43,Fort Dodge Correctional Facility,Prison,2019,2022,02/22/2018,12/21/2018,9,Parole Granted,20370093,D Felony,Other,Other Criminal,false,,,,,,,,Moderate
Black,Male,27,Clarinda Correctional Facility,Prison,2019,2022,09/19/2018,04/25/2019,7,Released to Special Sentence,20476087,Aggravated Misdemeanor,Other,Other Criminal,false,,,,,,,,Low
White,Male,22,Newton Correctional Facility,Prison,2019,2022,04/26/2018,02/01/2019,9,Paroled to Detainer - Iowa,20362188,D Felony,Violent,Sex,false,,,,,,,,Moderate
Black,Male,26,Iowa Medical & Classification Center,Work Release,2019,2022,01/23/2018,09/06/2018,7,Parole Granted,20282192,B Felony,Violent,Other Violent,true,Tech,98,3.3,713.3,B Felony,Violent,Other Violent,Moderate
Hispanic,Male,30,Newton Correctional Facility,Work Release,2019,2022,01/31/2019,04/16/2019,2,Parole Granted,20363264,D Felony,Violent,Assault,true,Tech,965,32.2,726.6(5),D Felony,Violent,Assault,High
White,Male,34,Clarinda Correctional Facility,Prison,2019,2022,02/28/2018,12/04/2018,9,Paroled to Detainer - Out of State,20438394,D Felony,Public Order,OWI,false,,,,,,,,Low
White,Male,30,Clarinda Correctional Facility,Prison,2019,2022,09/25/2018,01/24/2019,3,Parole Granted,20465745,Aggravated Misdemeanor,Drug,Drug Possession,true,Tech,341,11.4,"124.401(5),C",Aggravated Misdemeanor,Drug,Drug Possession,Low
White,Male,28,Mount Pleasant Correctional Facility,Prison,2019,2022,07/02/2018,11/01/2018,3,Parole Granted,20466078,Aggravated Misdemeanor,Property,Forgery/Fraud,false,,,,,,,,Low
Hispanic,Male,28,Clarinda Correctional Facility,Prison,2019,2022,07/26/2017,10/24/2018,14,Parole Granted,20202889,D Felony,Property,Burglary,false,,,,,,,,Moderate
White,Male,35,Clarinda Correctional Facility,Prison,2019,2022,05/04/2017,09/11/2018,16,Parole Granted,20289726,D Felony,Property,Theft,false,,,,,,,,High
Black,Male,58,Districts/Compact Regions,Work Release,2019,2022,05/23/2018,12/20/2018,6,Discharged - Expiration of Sentence,20312060,D Felony,Property,Theft,false,,,,,,,,High
White,Male,27,North Central Correctional Facility,Prison,2019,2022,04/30/2018,05/23/2019,12,Parole Granted,20410884,C Felony,Property,Burglary,true,Tech,523,17.4,713.5,C Felony,Property,Burglary,High
Hispanic,Male,22,Districts/Compact Regions,Work Release,2019,2022,06/26/2018,10/25/2018,3,Parole Granted,20373139,C Felony,Other,Other Violent,false,,,,,,,,Low
White,Male,57,Newton Correctional Facility,Prison,2019,2022,05/21/2018,04/24/2019,11,Parole Granted,20454224,D Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Male,36,Iowa Medical & Classification Center,Work Release,2019,2022,01/04/2019,04/23/2019,3,Parole Granted,20388098,D Felony,Public Order,Weapons,true,Tech,146,4.9,724.26,D Felony,Public Order,Weapons,High
White,Male,21,Newton Correctional Facility,Prison,2019,2022,05/07/2018,02/01/2019,8,Parole Granted,20457357,D Felony,Public Order,Weapons,true,Tech,356,11.9,724.26(1),D Felony,Public Order,Weapons,High
White,Male,58,Clarinda Correctional Facility,Prison,2019,2022,03/02/2012,10/17/2018,79,Parole Granted,20122275,B Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Male,37,Districts/Compact Regions,Work Release,2019,2022,07/10/2018,10/04/2018,2,Parole Granted,20317565,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
Black,Female,25,Iowa Correctional Institution for Women,Prison,2019,2022,02/05/2018,11/03/2018,8,Discharged - Expiration of Sentence,20443597,Aggravated Misdemeanor,Public Order,Weapons,false,,,,,,,,Low
White,Male,38,Newton Correctional Facility,Prison,2019,2022,01/22/2018,08/15/2018,6,Parole Granted,20441526,D Felony,Public Order,Other Public Order,true,New Charge,481,16.0,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,Low
White,Male,25,Fort Dodge Correctional Facility,Prison,2019,2022,04/11/2018,11/06/2018,6,Parole Granted,20366555,D Felony,Property,Forgery/Fraud,false,,,,,,,,Low
White,Male,49,Districts/Compact Regions,Work Release,2019,2022,05/01/2018,07/09/2018,2,Parole Granted,20145385,C Felony,Violent,Robbery,false,,,,,,,,Low
Black,Male,32,Fort Dodge Correctional Facility,Prison,2019,2022,12/05/2017,01/07/2019,13,Parole Granted,20275782,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Female,30,Iowa Correctional Institution for Women,Prison,2019,2022,10/24/2017,07/20/2018,8,Parole Granted,20297543,D Felony,Drug,Other Drug,false,,,,,,,,Moderate
White,Male,31,Mount Pleasant Correctional Facility,Prison,2019,2022,03/02/2018,03/13/2019,12,Paroled w/Immediate Discharge,20360183,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Male,28,Mount Pleasant Correctional Facility,Prison,2019,2022,07/14/2018,05/10/2019,9,Parole Granted,20361430,D Felony,Public Order,Traffic,false,,,,,,,,High
Hispanic,Male,30,Newton Correctional Facility,Prison,2019,2022,09/04/2018,06/19/2019,9,Paroled to Detainer - Iowa,20473827,Aggravated Misdemeanor,Other,Other Criminal,true,New Charge,261,8.7,908.5(2)B,D Felony,Other,Other Criminal,
White,Female,44,Districts/Compact Regions,Work Release,2019,2022,03/12/2019,05/13/2019,2,Parole Granted,20185984,B Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,40,Districts/Compact Regions,Work Release,2019,2022,12/04/2018,04/11/2019,4,Discharged - Expiration of Sentence,20467816,Aggravated Misdemeanor,Public Order,Traffic,false,,,,,,,,High
White,Female,29,Iowa Correctional Institution for Women,Prison,2019,2022,01/17/2018,11/16/2018,9,Parole Granted,20423254,C Felony,Property,Theft,false,,,,,,,,High
White,Male,38,Newton Correctional Facility,Prison,2019,2022,06/19/2018,07/03/2018,0,Discharged - Expiration of Sentence,20382346,Aggravated Misdemeanor,Property,Theft,true,New Charge,520,17.3,714.2(3),Aggravated Misdemeanor,Property,Theft,Low
White,Male,43,Districts/Compact Regions,Work Release,2019,2022,09/27/2017,07/26/2018,9,Parole Granted,20383146,D Felony,Violent,Assault,false,,,,,,,,Low
Black,Male,34,Districts/Compact Regions,Work Release,2019,2022,11/06/2018,03/21/2019,4,Parole Granted,20159826,C Felony,Violent,Robbery,false,,,,,,,,High
White,Male,29,Fort Dodge Correctional Facility,Prison,2019,2022,06/30/2017,02/11/2019,19,Paroled to Detainer - Out of State,20358366,D Felony,Property,Vandalism,false,,,,,,,,High
White,Male,37,Iowa Medical & Classification Center,Work Release,2019,2022,12/03/2018,04/04/2019,4,Parole Granted,20449085,C Felony,Drug,Trafficking,true,Tech,328,10.9,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Black,Male,39,Mount Pleasant Correctional Facility,Prison,2019,2022,10/01/2018,06/07/2019,8,Discharged - Expiration of Sentence,20269901,C Felony,Property,Burglary,false,,,,,,,,High
Black,Male,30,Newton Correctional Facility,Prison,2019,2022,11/16/2017,08/06/2018,8,Parole Granted,20427090,D Felony,Drug,Trafficking,false,,,,,,,,Low
Black,Male,38,Iowa Medical & Classification Center,Work Release,2019,2022,02/15/2018,08/15/2018,6,Paroled w/Immediate Discharge,20398744,D Felony,Violent,Assault,true,New Charge,331,11.0,708.2A(4),D Felony,Violent,Assault,High
White,Female,45,Districts/Compact Regions,Work Release,2019,2022,11/30/2018,04/17/2019,4,Parole Granted,20374682,D Felony,Property,Theft,false,,,,,,,,Moderate
Black,Male,23,Newton Correctional Facility,Prison,2019,2022,10/09/2018,10/17/2018,0,Discharged - Expiration of Sentence,20358678,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,47,North Central Correctional Facility,Prison,2019,2022,08/13/2018,01/22/2019,5,Parole Granted,20413386,D Felony,Public Order,Weapons,false,,,,,,,,Low
White,Male,44,Districts/Compact Regions,Work Release,2019,2022,06/13/2018,09/10/2018,2,Parole Granted,20187432,C Felony,Violent,Murder/Manslaughter,false,,,,,,,,Low
White,Male,20,Fort Dodge Correctional Facility,Prison,2019,2022,06/05/2017,06/05/2019,24,Parole Granted,20384278,C Felony,Property,Burglary,false,,,,,,,,High
White,Male,38,Mount Pleasant Correctional Facility,Prison,2019,2022,10/16/2017,10/25/2018,12,Parole Granted,20163651,C Felony,Other,Other Violent,true,Tech,425,14.2,"706.1,A",C Felony,Other,Other Violent,Low
White,Male,23,Iowa Medical & Classification Center,Work Release,2019,2022,12/06/2018,04/01/2019,3,Released to Special Sentence,20395592,Special Sentence 2005,Violent,Sex,true,New Charge,108,3.6,908.5(2)B,D Felony,Other,Other Criminal,Low
Black,Female,34,Iowa Correctional Institution for Women,Prison,2019,2022,10/18/2018,06/13/2019,7,Paroled to Detainer - Out of State,20266980,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,22,Mount Pleasant Correctional Facility,Prison,2019,2022,04/11/2018,04/03/2019,11,Parole Granted,20343710,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Female,26,Iowa Correctional Institution for Women,Work Release,2019,2022,04/18/2018,07/25/2018,3,Parole Granted,20417258,Felony - Enhancement to Original Penalty,Drug,Trafficking,true,New Charge,149,5.0,124.411,Felony - Enhancement to Original Penalty,Drug,Trafficking,Moderate
Black,Male,41,Districts/Compact Regions,Work Release,2019,2022,11/09/2018,01/08/2019,1,Parole Granted,20311013,C Felony,Property,Theft,false,,,,,,,,Moderate
Black,Male,39,Newton Correctional Facility,Prison,2019,2022,12/06/2017,11/09/2018,11,Parole Granted,20424719,D Felony,Public Order,OWI,false,,,,,,,,Moderate
White,Male,32,Iowa Medical & Classification Center,Prison,2019,2022,09/24/2018,10/07/2018,0,Discharged - Expiration of Sentence,20246966,D Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,28,Newton Correctional Facility,Prison,2019,2022,07/29/2016,02/18/2019,30,Released to Special Sentence,20251513,C Felony,Violent,Sex,false,,,,,,,,Low
Black,Male,30,Anamosa State Penitentiary,Prison,2019,2022,11/29/2016,08/20/2018,20,Parole Granted,20279264,D Felony,Property,Vandalism,true,New Charge,"1,057",35.2,"902.8,B",Felony - Enhancement to Original Penalty,Other,Other Criminal,High
White,Male,43,North Central Correctional Facility,Prison,2019,2022,11/28/2017,09/01/2018,9,Discharged - Expiration of Sentence,20362708,Aggravated Misdemeanor,Drug,Drug Possession,false,,,,,,,,Low
White,Male,38,Districts/Compact Regions,Work Release,2019,2022,06/05/2017,10/20/2018,16,Discharged - Expiration of Sentence,20205447,C Felony,Violent,Other Violent,false,,,,,,,,High
White,Male,30,Newton Correctional Facility,Prison,2019,2022,04/02/2015,09/19/2018,41,Released to Special Sentence,20309636,D Felony,Violent,Sex,true,New Charge,202,6.7,908.5(2)A,Aggravated Misdemeanor,Other,Other Criminal,
Hispanic,Male,27,Districts/Compact Regions,Work Release,2019,2022,07/31/2018,10/22/2018,2,Parole Granted,20129667,C Felony,Violent,Robbery,false,,,,,,,,High
White,Male,30,Districts/Compact Regions,Work Release,2019,2022,04/15/2019,06/25/2019,2,Parole Granted,20275901,D Felony,Public Order,Weapons,false,,,,,,,,High
White,Male,36,Mount Pleasant Correctional Facility,Prison,2019,2022,05/23/2017,09/04/2018,15,Discharged - Expiration of Sentence,20359334,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,Moderate
White,Male,32,Districts/Compact Regions,Work Release,2019,2022,10/22/2018,02/13/2019,3,Parole Granted,20060566,C Felony,Violent,Assault,false,,,,,,,,High
Black,Male,22,Iowa Medical & Classification Center,Prison,2019,2022,06/07/2019,06/19/2019,0,Discharged - Expiration of Sentence,20411203,Aggravated Misdemeanor,Property,Forgery/Fraud,true,New Charge,9,0.3,715A.2(2)(a),D Felony,Property,Forgery/Fraud,Low
Hispanic,Male,42,North Central Correctional Facility,Prison,2019,2022,11/19/2018,05/17/2019,5,Paroled to Detainer - Iowa,20460595,C Felony,Drug,Trafficking,false,,,,,,,,Moderate
White,Male,23,Fort Dodge Correctional Facility,Prison,2019,2022,07/10/2018,03/26/2019,8,Discharged - Expiration of Sentence,20264444,C Felony,Property,Burglary,true,New Charge,"1,085",36.2,708.2(1),Aggravated Misdemeanor,Violent,Assault,High
American Indian or Alaska Native,Male,23,Anamosa State Penitentiary,Prison,2019,2022,03/20/2015,04/09/2019,48,Discharged - Expiration of Sentence,20285094,C Felony,Property,Theft,false,,,,,,,,High
White,Male,33,Districts/Compact Regions,Work Release,2019,2022,06/29/2018,09/18/2018,2,Parole Granted,20301508,C Felony,Violent,Other Violent,false,,,,,,,,High
Hispanic,Female,43,Iowa Correctional Institution for Women,Prison,2019,2022,02/27/2018,10/19/2018,7,Parole Granted,20197372,C Felony,Drug,Trafficking,true,Tech,487,16.2,124.401(1)(c)(6),C Felony,Drug,Trafficking,Low
Black,Male,22,Fort Dodge Correctional Facility,Prison,2019,2022,01/31/2017,09/06/2018,19,Parole Granted,20334762,D Felony,Violent,Assault,true,Tech,166,5.5,708.2(4),D Felony,Violent,Assault,High
White,Male,29,Fort Dodge Correctional Facility,Prison,2019,2022,09/07/2017,12/28/2018,15,Parole Granted,20416742,C Felony,Drug,Trafficking,true,Tech,720,24.0,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,20,North Central Correctional Facility,Prison,2019,2022,04/27/2018,12/27/2018,8,Parole Granted,20447819,D Felony,Violent,Assault,false,,,,,,,,High
White,Male,35,Mount Pleasant Correctional Facility,Prison,2019,2022,03/13/2018,02/20/2019,11,Parole Granted,20234385,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,33,Districts/Compact Regions,Work Release,2019,2022,12/06/2018,04/23/2019,4,Parole Granted,20368629,C Felony,Drug,Trafficking,false,,,,,,,,Low
White,Female,21,Iowa Correctional Institution for Women,Prison,2019,2022,07/20/2018,03/25/2019,8,Parole Granted,20403039,D Felony,Property,Burglary,false,,,,,,,,High
White,Male,41,Anamosa State Penitentiary,Prison,2019,2022,03/15/2018,11/27/2018,8,Parole Granted,20448893,D Felony,Public Order,Weapons,true,New Charge,70,2.3,724.26(1),D Felony,Public Order,Weapons,Low
White,Male,33,Clarinda Correctional Facility,Prison,2019,2022,07/23/2018,05/27/2019,10,Discharged - Expiration of Sentence,20275026,C Felony,Drug,Trafficking,false,,,,,,,,Low
Hispanic,Female,22,Iowa Correctional Institution for Women,Prison,2019,2022,01/03/2018,08/27/2018,7,Parole Granted,20427105,D Felony,Property,Forgery/Fraud,true,Tech,400,13.3,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
American Indian or Alaska Native,Male,28,Iowa Medical & Classification Center,Work Release,2019,2022,02/07/2019,05/21/2019,3,Parole Granted,20383788,C Felony,Drug,Trafficking,true,Tech,139,4.6,124.401(1)(c)(6),C Felony,Drug,Trafficking,High
White,Male,28,Clarinda Correctional Facility,Prison,2019,2022,10/12/2017,01/29/2019,15,Parole Granted,20416603,D Felony,Violent,Assault,true,New Charge,414,13.8,321J.2(2)(c),D Felony,Public Order,OWI,High
Black,Male,26,Anamosa State Penitentiary,Prison,2019,2022,04/14/2016,01/07/2019,32,Parole Granted,20356127,C Felony,Property,Theft,true,Tech,414,13.8,714.2(1),C Felony,Property,Theft,High
Black,Male,36,Districts/Compact Regions,Work Release,2019,2022,12/11/2017,08/01/2018,7,Parole Granted,20357646,C Felony,Property,Theft,false,,,,,,,,High
Black,Female,25,Districts/Compact Regions,Work Release,2019,2022,01/14/2019,06/18/2019,5,Parole Granted,20428362,D Felony,Drug,Trafficking,false,,,,,,,,High
White,Male,27,Mount Pleasant Correctional Facility,Prison,2019,2022,05/04/2018,03/07/2019,10,Parole Granted,20457347,D Felony,Drug,Drug Possession,true,Tech,250,8.3,124.401(5)(c),D Felony,Drug,Drug Possession,High
White,Male,29,North Central Correctional Facility,Prison,2019,2022,12/08/2017,07/15/2018,7,Discharged - Expiration of Sentence,20373905,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
Hispanic,Male,25,Clarinda Correctional Facility,Prison,2019,2022,02/27/2018,12/01/2018,9,Discharged - Expiration of Sentence,20446381,Aggravated Misdemeanor,Violent,Assault,false,,,,,,,,High
White,Male,27,Clarinda Correctional Facility,Prison,2019,2022,08/25/2017,12/11/2018,15,Parole Granted,20421798,D Felony,Property,Forgery/Fraud,true,Tech,245,8.2,715A.2(2)(a),D Felony,Property,Forgery/Fraud,High
White,Male,36,North Central Correctional Facility,Prison,2019,2022,11/09/2018,05/20/2019,6,Parole Granted,20309915,D Felony,Drug,Trafficking,false,,,,,,,,Low
White,Male,23,Newton Correctional Facility,Prison,2019,2022,11/03/2014,10/27/2018,47,Released to Special Sentence,20248291,C Felony,Violent,Sex,false,,,,,,,,
White,Male,34,Iowa Medical & Classification Center,Work Release,2019,2022,02/12/2019,06/05/2019,3,Parole Granted,20070177,B Felony,Violent,Murder/Manslaughter,true,New Charge,511,17.0,707.6A(1),B Felony,Violent,Murder/Manslaughter,Moderate
White,Male,57,Mount Pleasant Correctional Facility,Prison,2019,2022,05/24/2018,02/01/2019,8,Discharged - Expiration of Sentence,20248141,D Felony,Public Order,OWI,false,,,,,,,,Low
Black,Female,30,Iowa Correctional Institution for Women,Prison,2019,2022,07/11/2018,10/16/2018,3,Parole Granted,20357839,Aggravated Misdemeanor,Violent,Other Violent,false,,,,,,,,Low
